survey_ID,personal_id,region_id,sex,age,proficiency_in_literacy,proficiency_in_numeracy,employment_status,below_poverty_line,average_time_spent_on_unpaid_domestic_work,survey_year
6694,6174,YEM002,male,22,TRUE,TRUE,employed,FALSE,9,2020
6695,6175,YEM002,male,54,TRUE,FALSE,employed,FALSE,12,2020
6696,6176,YEM002,female,37,TRUE,FALSE,employed,FALSE,32,2020
6697,6177,YEM002,female,60,FALSE,TRUE,unemployed,FALSE,34,2020
6698,6178,YEM002,male,77,FALSE,FALSE,employed,FALSE,12,2020
6699,6179,YEM002,female,54,TRUE,FALSE,employed,TRUE,31,2020
6700,6180,YEM002,female,23,FALSE,TRUE,employed,FALSE,33,2020
6701,6181,YEM002,male,15,FALSE,FALSE,below_minimum_legal_work_age,FALSE,13,2020
6702,6182,YEM002,male,33,TRUE,FALSE,employed,TRUE,9,2020
6703,6183,YEM002,male,69,TRUE,TRUE,employed,FALSE,13,2020
6704,6184,YEM002,male,59,TRUE,TRUE,employed,TRUE,9,2020
6705,6185,YEM002,male,56,TRUE,FALSE,employed,TRUE,9,2020
6706,6186,YEM002,male,25,TRUE,TRUE,unemployed,TRUE,10,2020
6707,6187,YEM002,male,69,TRUE,TRUE,employed,FALSE,13,2020
6708,6188,YEM002,male,63,TRUE,FALSE,unemployed,FALSE,12,2020
6709,6189,YEM002,female,41,FALSE,TRUE,unemployed,TRUE,31,2020
6710,6190,YEM002,male,74,TRUE,TRUE,unemployed,FALSE,12,2020
6711,6191,YEM002,male,17,FALSE,TRUE,below_minimum_legal_work_age,FALSE,10,2020
6712,6192,YEM002,female,61,FALSE,TRUE,unemployed,TRUE,32,2020
6713,6193,YEM002,male,48,FALSE,TRUE,employed,FALSE,10,2020
6714,6194,YEM002,male,41,TRUE,TRUE,employed,FALSE,11,2020
6715,6195,YEM002,male,17,TRUE,TRUE,below_minimum_legal_work_age,FALSE,11,2020
6716,6196,YEM002,female,73,FALSE,TRUE,employed,FALSE,34,2020
6717,6197,YEM002,female,32,TRUE,FALSE,employed,TRUE,30,2020
6718,6198,YEM002,male,68,TRUE,FALSE,employed,FALSE,10,2020
6719,6199,YEM002,female,43,TRUE,TRUE,unemployed,FALSE,37,2020
6720,6200,YEM002,male,78,TRUE,FALSE,employed,TRUE,9,2020
6721,6201,YEM002,male,74,TRUE,TRUE,employed,TRUE,12,2020
6722,6202,YEM002,female,65,TRUE,TRUE,employed,TRUE,40,2020
6723,6203,YEM002,male,46,TRUE,FALSE,employed,FALSE,12,2020
6724,6204,YEM002,male,19,TRUE,TRUE,employed,TRUE,9,2020
6725,6205,YEM002,female,72,TRUE,TRUE,unemployed,FALSE,34,2020
6726,6206,YEM002,male,28,FALSE,TRUE,employed,FALSE,10,2020
6727,6207,YEM002,male,27,TRUE,FALSE,employed,FALSE,11,2020
6728,6208,YEM002,male,73,TRUE,TRUE,employed,FALSE,11,2020
6729,6209,YEM002,female,28,TRUE,TRUE,unemployed,FALSE,40,2020
6730,6210,YEM002,female,62,TRUE,TRUE,employed,FALSE,36,2020
6731,6211,YEM002,female,77,FALSE,FALSE,employed,FALSE,35,2020
6732,6212,YEM002,male,22,FALSE,TRUE,employed,FALSE,9,2020
6733,6213,YEM002,female,57,FALSE,FALSE,unemployed,FALSE,40,2020
6734,6214,YEM002,male,56,TRUE,TRUE,employed,FALSE,11,2020
6735,6215,YEM002,male,25,TRUE,FALSE,employed,FALSE,12,2020
6736,6216,YEM002,male,34,TRUE,FALSE,employed,FALSE,12,2020
6737,6217,YEM002,female,43,TRUE,FALSE,unemployed,FALSE,39,2020
6738,6218,YEM002,female,34,TRUE,FALSE,employed,TRUE,37,2020
6739,6219,YEM002,female,22,TRUE,FALSE,employed,FALSE,31,2020
6740,6220,YEM002,female,68,FALSE,TRUE,unemployed,TRUE,35,2020
6741,6221,YEM002,male,22,TRUE,TRUE,unemployed,TRUE,11,2020
6742,6222,YEM002,male,58,TRUE,TRUE,employed,FALSE,13,2020
6743,6223,YEM002,male,67,FALSE,TRUE,employed,FALSE,12,2020
6744,6224,YEM002,male,66,TRUE,TRUE,employed,FALSE,11,2020
6745,6225,YEM002,male,22,FALSE,FALSE,employed,TRUE,10,2020
6746,6226,YEM002,male,73,FALSE,TRUE,employed,FALSE,8,2020
6747,6227,YEM002,female,45,TRUE,TRUE,employed,TRUE,37,2020
6748,6228,YEM002,male,55,TRUE,TRUE,employed,FALSE,9,2020
6749,6229,YEM002,female,19,TRUE,TRUE,employed,FALSE,39,2020
6750,6230,YEM002,female,77,TRUE,FALSE,unemployed,FALSE,40,2020
6751,6231,YEM002,male,43,TRUE,FALSE,employed,TRUE,13,2020
6752,6232,YEM002,male,27,FALSE,TRUE,employed,TRUE,8,2020
6753,6233,YEM002,male,78,TRUE,FALSE,employed,FALSE,12,2020
6754,6234,YEM002,male,45,TRUE,TRUE,employed,FALSE,8,2020
6755,6235,YEM002,female,68,TRUE,TRUE,employed,TRUE,37,2020
6756,6236,YEM002,female,25,TRUE,FALSE,employed,FALSE,31,2020
6757,6237,YEM002,female,20,TRUE,TRUE,employed,TRUE,34,2020
6758,6238,YEM002,female,73,FALSE,TRUE,unemployed,TRUE,31,2020
6759,6239,YEM002,female,21,TRUE,TRUE,employed,FALSE,38,2020
6760,6240,YEM002,male,52,TRUE,TRUE,employed,TRUE,8,2020
6761,2782,YEM002,female,20,FALSE,TRUE,employed,TRUE,31,2020
6762,2633,YEM002,female,14,FALSE,FALSE,below_minimum_legal_work_age,FALSE,36,2020
6763,2692,YEM002,female,64,FALSE,TRUE,unemployed,TRUE,36,2020
6764,2618,YEM002,female,37,TRUE,TRUE,employed,TRUE,38,2020
6765,2798,YEM002,male,55,TRUE,TRUE,employed,FALSE,11,2020
6766,2737,YEM002,female,54,TRUE,TRUE,employed,TRUE,32,2020
6767,2642,YEM002,male,67,FALSE,FALSE,employed,FALSE,10,2020
6768,2656,YEM002,male,14,TRUE,TRUE,below_minimum_legal_work_age,FALSE,12,2020
6769,2797,YEM002,male,68,TRUE,FALSE,employed,FALSE,13,2020
6770,2700,YEM002,male,26,FALSE,TRUE,employed,FALSE,8,2020
6771,2743,YEM002,female,67,FALSE,FALSE,employed,TRUE,38,2020
6772,2628,YEM002,male,40,FALSE,TRUE,employed,FALSE,10,2020
6773,2729,YEM002,male,47,TRUE,FALSE,unemployed,TRUE,8,2020
6774,2734,YEM002,male,27,TRUE,TRUE,employed,TRUE,10,2020
6775,2714,YEM002,prefer not to say,46,TRUE,FALSE,employed,TRUE,8,2020
6776,2702,YEM002,female,79,FALSE,TRUE,unemployed,FALSE,30,2020
6777,2610,YEM002,female,32,FALSE,TRUE,employed,TRUE,39,2020
6778,2757,YEM002,male,38,FALSE,FALSE,employed,FALSE,9,2020
6779,2693,YEM002,female,47,TRUE,FALSE,unemployed,FALSE,38,2020
6780,2647,YEM002,female,63,FALSE,FALSE,unemployed,FALSE,36,2020
6781,2625,YEM002,female,79,TRUE,TRUE,unemployed,TRUE,31,2020
6782,2654,YEM002,male,53,FALSE,FALSE,employed,TRUE,13,2020
6783,2665,YEM002,female,57,FALSE,TRUE,employed,FALSE,33,2020
6784,2636,YEM002,female,18,FALSE,TRUE,unemployed,FALSE,38,2020
6785,2602,YEM002,female,80,TRUE,TRUE,employed,FALSE,32,2020
6786,2761,YEM002,female,80,TRUE,TRUE,unemployed,FALSE,33,2020
6787,2640,YEM002,male,51,TRUE,FALSE,employed,TRUE,10,2020
6788,2751,YEM002,male,47,TRUE,TRUE,unemployed,FALSE,8,2020
6789,2632,YEM002,female,41,TRUE,FALSE,unemployed,FALSE,36,2020
6790,2741,YEM002,female,27,FALSE,TRUE,employed,TRUE,36,2020
6791,2771,YEM002,male,17,TRUE,FALSE,below_minimum_legal_work_age,FALSE,12,2020
6792,2748,YEM002,female,20,TRUE,TRUE,employed,FALSE,37,2020
6793,2652,YEM002,male,45,TRUE,TRUE,employed,FALSE,10,2020
6794,2730,YEM002,female,70,TRUE,FALSE,employed,FALSE,38,2020
6795,2752,YEM002,female,61,FALSE,FALSE,employed,FALSE,32,2020
6796,2746,YEM002,male,55,TRUE,TRUE,unemployed,FALSE,13,2020
6797,2709,YEM002,male,76,TRUE,FALSE,employed,FALSE,9,2020
6798,2648,YEM002,female,24,TRUE,TRUE,employed,FALSE,38,2020
6799,2674,YEM002,female,42,TRUE,TRUE,unemployed,FALSE,33,2020
6800,2790,YEM002,male,66,TRUE,TRUE,employed,FALSE,11,2020
6801,6241,YEM003,prefer not to say,71,TRUE,TRUE,unemployed,TRUE,34,2020
6802,6242,YEM003,male,74,FALSE,TRUE,unemployed,TRUE,9,2020
6803,6243,YEM003,female,18,TRUE,TRUE,employed,FALSE,36,2020
6804,6244,YEM003,male,61,TRUE,FALSE,unemployed,TRUE,13,2020
6805,6245,YEM003,female,67,TRUE,TRUE,unemployed,TRUE,38,2020
6806,6246,YEM003,female,52,TRUE,TRUE,employed,TRUE,32,2020
6807,6247,YEM003,female,76,FALSE,FALSE,employed,TRUE,31,2020
6808,6248,YEM003,female,31,TRUE,FALSE,employed,FALSE,38,2020
6809,6249,YEM003,male,62,TRUE,FALSE,employed,TRUE,11,2020
6810,6250,YEM003,female,19,TRUE,TRUE,unemployed,TRUE,37,2020
6811,6251,YEM003,male,50,TRUE,FALSE,unemployed,FALSE,13,2020
6812,6252,YEM003,female,75,FALSE,TRUE,unemployed,FALSE,38,2020
6813,6253,YEM003,female,44,TRUE,TRUE,employed,TRUE,33,2020
6814,6254,YEM003,male,80,TRUE,FALSE,employed,FALSE,13,2020
6815,6255,YEM003,female,47,TRUE,FALSE,employed,TRUE,38,2020
6816,6256,YEM003,male,55,FALSE,FALSE,employed,TRUE,12,2020
6817,6257,YEM003,male,62,FALSE,TRUE,employed,FALSE,9,2020
6818,6258,YEM003,female,47,TRUE,FALSE,unemployed,FALSE,38,2020
6819,6259,YEM003,female,79,FALSE,TRUE,unemployed,TRUE,40,2020
6820,6260,YEM003,male,39,TRUE,FALSE,employed,FALSE,9,2020
6821,6261,YEM003,male,19,TRUE,TRUE,employed,FALSE,9,2020
6822,6262,YEM003,female,18,FALSE,TRUE,unemployed,FALSE,30,2020
6823,6263,YEM003,female,31,TRUE,FALSE,employed,FALSE,30,2020
6824,6264,YEM003,male,76,FALSE,TRUE,unemployed,FALSE,12,2020
6825,6265,YEM003,male,62,FALSE,FALSE,employed,TRUE,10,2020
6826,6266,YEM003,male,63,FALSE,TRUE,employed,FALSE,10,2020
6827,6267,YEM003,male,42,FALSE,TRUE,unemployed,FALSE,12,2020
6828,6268,YEM003,female,67,TRUE,TRUE,employed,FALSE,34,2020
6829,6269,YEM003,male,33,TRUE,FALSE,employed,TRUE,10,2020
6830,6270,YEM003,female,56,TRUE,FALSE,employed,TRUE,33,2020
6831,6271,YEM003,male,39,FALSE,TRUE,employed,TRUE,12,2020
6832,6272,YEM003,female,46,TRUE,TRUE,employed,TRUE,35,2020
6833,6273,YEM003,female,73,TRUE,FALSE,unemployed,FALSE,33,2020
6834,6274,YEM003,female,33,TRUE,FALSE,unemployed,TRUE,38,2020
6835,6275,YEM003,female,50,TRUE,FALSE,employed,FALSE,35,2020
6836,6276,YEM003,female,41,TRUE,TRUE,employed,TRUE,36,2020
6837,6277,YEM003,female,49,FALSE,FALSE,employed,FALSE,37,2020
6838,6278,YEM003,male,35,FALSE,TRUE,unemployed,TRUE,9,2020
6839,6279,YEM003,male,64,FALSE,FALSE,employed,TRUE,10,2020
6840,6280,YEM003,male,60,FALSE,TRUE,employed,FALSE,9,2020
6841,6281,YEM003,female,17,TRUE,TRUE,below_minimum_legal_work_age,FALSE,39,2020
6842,6282,YEM003,female,38,TRUE,TRUE,unemployed,TRUE,31,2020
6843,6283,YEM003,male,53,TRUE,TRUE,employed,TRUE,9,2020
6844,6284,YEM003,male,74,TRUE,TRUE,employed,FALSE,11,2020
6845,6285,YEM003,female,25,TRUE,FALSE,unemployed,FALSE,36,2020
6846,6286,YEM003,male,63,TRUE,FALSE,employed,TRUE,11,2020
6847,6287,YEM003,male,66,TRUE,TRUE,employed,FALSE,10,2020
6848,6288,YEM003,female,48,FALSE,FALSE,unemployed,FALSE,33,2020
6849,6289,YEM003,male,34,TRUE,TRUE,unemployed,TRUE,12,2020
6850,6290,YEM003,male,32,TRUE,FALSE,employed,FALSE,11,2020
6851,6291,YEM003,female,36,TRUE,FALSE,employed,FALSE,30,2020
6852,6292,YEM003,female,19,TRUE,FALSE,unemployed,TRUE,34,2020
6853,6293,YEM003,female,55,TRUE,FALSE,employed,TRUE,30,2020
6854,6294,YEM003,prefer not to say,34,TRUE,FALSE,employed,TRUE,13,2020
6855,6295,YEM003,male,26,FALSE,TRUE,employed,FALSE,9,2020
6856,6296,YEM003,male,40,FALSE,TRUE,employed,FALSE,8,2020
6857,6297,YEM003,female,80,TRUE,TRUE,employed,FALSE,32,2020
6858,6298,YEM003,female,80,FALSE,FALSE,employed,FALSE,32,2020
6859,6299,YEM003,female,66,TRUE,FALSE,employed,TRUE,38,2020
6860,6300,YEM003,male,24,TRUE,TRUE,employed,FALSE,10,2020
6861,6301,YEM003,female,43,FALSE,TRUE,unemployed,TRUE,30,2020
6862,6302,YEM003,male,19,TRUE,TRUE,unemployed,FALSE,12,2020
6863,6303,YEM003,male,18,FALSE,FALSE,employed,TRUE,12,2020
6864,6304,YEM003,female,29,FALSE,TRUE,employed,FALSE,34,2020
6865,6305,YEM003,female,50,TRUE,FALSE,unemployed,TRUE,39,2020
6866,6306,YEM003,female,66,TRUE,FALSE,employed,FALSE,30,2020
6867,6307,YEM003,male,41,TRUE,FALSE,unemployed,TRUE,10,2020
6868,6308,YEM003,female,46,TRUE,TRUE,employed,TRUE,31,2020
6869,6309,YEM003,male,65,TRUE,FALSE,unemployed,TRUE,10,2020
6870,6310,YEM003,female,35,TRUE,TRUE,unemployed,TRUE,36,2020
6871,6311,YEM003,prefer not to say,53,FALSE,TRUE,unemployed,FALSE,32,2020
6872,6312,YEM003,male,20,TRUE,FALSE,employed,FALSE,10,2020
6873,6313,YEM003,female,49,FALSE,TRUE,employed,TRUE,38,2020
6874,6314,YEM003,male,15,TRUE,FALSE,below_minimum_legal_work_age,FALSE,12,2020
6875,6315,YEM003,male,28,TRUE,TRUE,employed,TRUE,10,2020
6876,6316,YEM003,male,54,TRUE,TRUE,unemployed,FALSE,11,2020
6877,6317,YEM003,male,21,FALSE,TRUE,unemployed,TRUE,10,2020
6878,6318,YEM003,female,78,FALSE,FALSE,employed,FALSE,38,2020
6879,6319,YEM003,female,16,FALSE,TRUE,below_minimum_legal_work_age,TRUE,39,2020
6880,6320,YEM003,male,73,TRUE,TRUE,unemployed,FALSE,9,2020
6881,6321,YEM003,male,41,FALSE,FALSE,employed,TRUE,13,2020
6882,6322,YEM003,female,57,FALSE,TRUE,employed,FALSE,36,2020
6883,6323,YEM003,male,41,TRUE,TRUE,employed,TRUE,9,2020
6884,6324,YEM003,male,53,FALSE,FALSE,employed,TRUE,9,2020
6885,6325,YEM003,male,28,FALSE,TRUE,unemployed,FALSE,9,2020
6886,6326,YEM003,female,78,TRUE,FALSE,employed,FALSE,34,2020
6887,6327,YEM003,male,23,TRUE,TRUE,unemployed,FALSE,12,2020
6888,6328,YEM003,female,59,TRUE,TRUE,employed,TRUE,36,2020
6889,6329,YEM003,female,24,FALSE,FALSE,employed,FALSE,38,2020
6890,6330,YEM003,male,18,FALSE,TRUE,employed,FALSE,12,2020
6891,6331,YEM003,male,20,TRUE,FALSE,employed,FALSE,12,2020
6892,6332,YEM003,female,29,TRUE,FALSE,unemployed,FALSE,39,2020
6893,6333,YEM003,female,76,TRUE,FALSE,employed,FALSE,40,2020
6894,6334,YEM003,female,77,TRUE,TRUE,unemployed,TRUE,33,2020
6895,6335,YEM003,male,42,FALSE,TRUE,unemployed,FALSE,11,2020
6896,6336,YEM003,female,35,TRUE,TRUE,employed,FALSE,32,2020
6897,6337,YEM003,female,68,FALSE,FALSE,unemployed,TRUE,33,2020
6898,6338,YEM003,male,25,FALSE,FALSE,employed,FALSE,10,2020
6899,6339,YEM003,female,49,TRUE,FALSE,employed,TRUE,30,2020
6900,6340,YEM003,female,73,FALSE,TRUE,employed,FALSE,35,2020
6901,6341,YEM003,female,31,TRUE,FALSE,unemployed,TRUE,30,2020
6902,6342,YEM003,female,68,TRUE,TRUE,employed,FALSE,37,2020
6903,6343,YEM003,female,57,FALSE,TRUE,unemployed,FALSE,37,2020
6904,6344,YEM003,male,65,TRUE,TRUE,employed,TRUE,13,2020
6905,6345,YEM003,prefer not to say,35,TRUE,FALSE,employed,FALSE,32,2020
6906,6346,YEM003,female,68,TRUE,TRUE,unemployed,TRUE,33,2020
6907,6347,YEM003,female,23,TRUE,TRUE,employed,FALSE,40,2020
6908,6348,YEM003,female,51,TRUE,FALSE,employed,TRUE,30,2020
6909,6349,YEM003,male,19,TRUE,TRUE,employed,FALSE,9,2020
6910,6350,YEM003,female,54,TRUE,FALSE,employed,FALSE,35,2020
6911,6351,YEM003,female,23,TRUE,FALSE,unemployed,FALSE,32,2020
6912,6352,YEM003,female,78,TRUE,FALSE,employed,FALSE,34,2020
6913,6353,YEM003,male,74,FALSE,TRUE,employed,TRUE,13,2020
6914,6354,YEM003,female,75,TRUE,FALSE,employed,TRUE,33,2020
6915,6355,YEM003,female,79,TRUE,TRUE,employed,FALSE,38,2020
6916,6356,YEM003,male,63,TRUE,FALSE,employed,FALSE,13,2020
6917,6357,YEM003,female,77,TRUE,FALSE,unemployed,FALSE,38,2020
6918,6358,YEM003,male,65,TRUE,TRUE,employed,FALSE,11,2020
6919,6359,YEM003,female,55,TRUE,TRUE,unemployed,FALSE,37,2020
6920,6360,YEM003,female,28,TRUE,FALSE,unemployed,FALSE,37,2020
6921,6361,YEM003,male,59,FALSE,TRUE,unemployed,TRUE,8,2020
6922,6362,YEM003,male,20,TRUE,TRUE,employed,TRUE,8,2020
6923,6363,YEM003,female,17,TRUE,TRUE,below_minimum_legal_work_age,FALSE,31,2020
6924,6364,YEM003,male,56,TRUE,FALSE,employed,TRUE,13,2020
6925,6365,YEM003,male,25,TRUE,TRUE,employed,TRUE,13,2020
6926,6366,YEM003,female,25,TRUE,FALSE,employed,FALSE,30,2020
6927,6367,YEM003,male,23,FALSE,TRUE,unemployed,TRUE,8,2020
6928,6368,YEM003,female,49,FALSE,FALSE,employed,FALSE,32,2020
6929,6369,YEM003,male,60,TRUE,FALSE,employed,TRUE,8,2020
6930,6370,YEM003,male,75,FALSE,TRUE,employed,TRUE,8,2020
6931,6371,YEM003,male,62,TRUE,TRUE,employed,TRUE,9,2020
6932,6372,YEM003,female,24,TRUE,TRUE,unemployed,FALSE,32,2020
6933,6373,YEM003,female,69,FALSE,TRUE,employed,TRUE,30,2020
6934,6374,YEM003,female,49,TRUE,FALSE,employed,TRUE,37,2020
6935,6375,YEM003,female,48,TRUE,TRUE,unemployed,TRUE,36,2020
6936,6376,YEM003,female,72,TRUE,FALSE,employed,TRUE,34,2020
6937,6377,YEM003,male,25,TRUE,TRUE,employed,TRUE,11,2020
6938,6378,YEM003,male,35,TRUE,FALSE,employed,FALSE,12,2020
6939,6379,YEM003,female,58,TRUE,TRUE,unemployed,FALSE,38,2020
6940,6380,YEM003,female,59,TRUE,FALSE,employed,FALSE,38,2020
6941,6381,YEM003,female,63,FALSE,TRUE,employed,FALSE,34,2020
6942,6382,YEM003,female,20,FALSE,FALSE,unemployed,TRUE,39,2020
6943,6383,YEM003,female,59,TRUE,TRUE,employed,FALSE,30,2020
6944,6384,YEM003,male,58,TRUE,FALSE,unemployed,FALSE,9,2020
6945,6385,YEM003,male,22,FALSE,FALSE,unemployed,TRUE,12,2020
6946,6386,YEM003,male,59,FALSE,TRUE,employed,TRUE,13,2020
6947,6387,YEM003,male,17,FALSE,TRUE,below_minimum_legal_work_age,FALSE,10,2020
6948,6388,YEM003,female,50,FALSE,TRUE,employed,FALSE,37,2020
6949,6389,YEM003,female,40,FALSE,FALSE,unemployed,FALSE,37,2020
6950,6390,YEM003,female,54,FALSE,FALSE,employed,TRUE,38,2020
6951,6391,YEM003,male,81,FALSE,FALSE,employed,TRUE,10,2020
6952,6392,YEM003,female,81,FALSE,TRUE,employed,FALSE,37,2020
6953,6393,YEM003,female,67,TRUE,FALSE,employed,TRUE,30,2020
6954,6394,YEM003,female,68,TRUE,TRUE,unemployed,TRUE,36,2020
6955,6395,YEM003,female,79,TRUE,TRUE,unemployed,TRUE,32,2020
6956,6396,YEM003,female,58,FALSE,TRUE,employed,TRUE,30,2020
6957,6397,YEM003,male,36,TRUE,TRUE,employed,TRUE,9,2020
6958,6398,YEM003,male,54,FALSE,FALSE,employed,FALSE,11,2020
6959,6399,YEM003,female,51,TRUE,TRUE,unemployed,TRUE,36,2020
6960,6400,YEM003,female,62,TRUE,TRUE,employed,FALSE,36,2020
6961,2995,YEM003,female,45,TRUE,TRUE,unemployed,FALSE,32,2020
6962,2820,YEM003,male,26,TRUE,FALSE,employed,FALSE,11,2020
6963,2983,YEM003,male,63,TRUE,FALSE,employed,FALSE,9,2020
6964,2871,YEM003,female,29,FALSE,TRUE,employed,TRUE,31,2020
6965,2953,YEM003,female,35,TRUE,FALSE,employed,TRUE,40,2020
6966,2806,YEM003,female,18,FALSE,FALSE,employed,TRUE,30,2020
6967,2841,YEM003,male,36,TRUE,TRUE,employed,FALSE,9,2020
6968,2895,YEM003,female,17,TRUE,FALSE,below_minimum_legal_work_age,FALSE,34,2020
6969,2858,YEM003,female,14,TRUE,FALSE,below_minimum_legal_work_age,FALSE,37,2020
6970,2856,YEM003,male,54,TRUE,TRUE,employed,TRUE,13,2020
6971,2905,YEM003,female,31,FALSE,TRUE,unemployed,TRUE,35,2020
6972,2852,YEM003,male,30,FALSE,TRUE,employed,FALSE,12,2020
6973,2989,YEM003,male,39,TRUE,FALSE,employed,FALSE,8,2020
6974,2897,YEM003,male,78,TRUE,FALSE,employed,TRUE,12,2020
6975,2917,YEM003,female,68,TRUE,TRUE,employed,FALSE,39,2020
6976,2872,YEM003,male,48,TRUE,TRUE,employed,TRUE,13,2020
6977,2932,YEM003,female,68,TRUE,TRUE,employed,TRUE,31,2020
6978,2984,YEM003,male,34,FALSE,TRUE,unemployed,FALSE,10,2020
6979,2956,YEM003,male,35,TRUE,TRUE,employed,TRUE,11,2020
6980,2991,YEM003,female,78,FALSE,TRUE,employed,FALSE,38,2020
6981,2922,YEM003,male,65,TRUE,FALSE,employed,TRUE,11,2020
6982,2980,YEM003,female,29,TRUE,TRUE,employed,TRUE,38,2020
6983,2836,YEM003,female,62,FALSE,TRUE,employed,FALSE,35,2020
6984,2969,YEM003,male,23,FALSE,TRUE,unemployed,FALSE,12,2020
6985,2823,YEM003,male,45,TRUE,FALSE,unemployed,TRUE,12,2020
6986,2902,YEM003,male,67,TRUE,FALSE,unemployed,TRUE,10,2020
6987,2920,YEM003,female,64,TRUE,TRUE,employed,TRUE,34,2020
6988,2964,YEM003,female,35,TRUE,TRUE,employed,TRUE,35,2020
6989,2967,YEM003,male,30,FALSE,TRUE,unemployed,FALSE,12,2020
6990,2884,YEM003,female,18,TRUE,TRUE,unemployed,FALSE,36,2020
6991,2804,YEM003,female,75,TRUE,TRUE,unemployed,FALSE,31,2020
6992,2919,YEM003,male,26,FALSE,FALSE,employed,FALSE,12,2020
6993,2981,YEM003,male,63,FALSE,TRUE,employed,FALSE,11,2020
6994,2819,YEM003,male,16,TRUE,FALSE,below_minimum_legal_work_age,TRUE,8,2020
6995,2827,YEM003,female,20,FALSE,FALSE,employed,FALSE,37,2020
6996,2825,YEM003,female,56,TRUE,FALSE,employed,TRUE,31,2020
6997,2933,YEM003,male,19,TRUE,TRUE,unemployed,TRUE,12,2020
6998,2906,YEM003,male,74,FALSE,TRUE,employed,TRUE,10,2020
6999,2999,YEM003,male,46,TRUE,TRUE,employed,TRUE,10,2020
7000,2926,YEM003,female,47,FALSE,TRUE,employed,FALSE,39,2020
7001,6401,YEM004,female,25,TRUE,TRUE,employed,FALSE,37,2020
7002,6402,YEM004,male,44,TRUE,TRUE,employed,FALSE,12,2020
7003,6403,YEM004,male,34,FALSE,FALSE,employed,FALSE,11,2020
7004,6404,YEM004,male,22,TRUE,FALSE,unemployed,TRUE,8,2020
7005,6405,YEM004,male,69,TRUE,TRUE,employed,TRUE,11,2020
7006,6406,YEM004,male,78,FALSE,TRUE,unemployed,TRUE,10,2020
7007,6407,YEM004,female,63,TRUE,FALSE,employed,TRUE,32,2020
7008,6408,YEM004,female,42,FALSE,TRUE,employed,TRUE,32,2020
7009,6409,YEM004,male,27,FALSE,TRUE,unemployed,TRUE,12,2020
7010,6410,YEM004,male,20,FALSE,TRUE,unemployed,FALSE,11,2020
7011,6411,YEM004,female,64,TRUE,TRUE,employed,TRUE,30,2020
7012,6412,YEM004,female,67,FALSE,TRUE,unemployed,FALSE,33,2020
7013,6413,YEM004,female,22,FALSE,FALSE,employed,FALSE,32,2020
7014,6414,YEM004,female,18,TRUE,TRUE,unemployed,FALSE,33,2020
7015,6415,YEM004,female,22,TRUE,FALSE,unemployed,FALSE,31,2020
7016,6416,YEM004,female,20,FALSE,TRUE,employed,FALSE,35,2020
7017,6417,YEM004,female,35,FALSE,FALSE,employed,TRUE,31,2020
7018,6418,YEM004,male,41,FALSE,TRUE,employed,TRUE,11,2020
7019,6419,YEM004,male,33,TRUE,TRUE,employed,TRUE,13,2020
7020,6420,YEM004,male,71,TRUE,FALSE,employed,TRUE,13,2020
7021,6421,YEM004,female,59,FALSE,TRUE,employed,FALSE,39,2020
7022,6422,YEM004,male,52,TRUE,TRUE,employed,FALSE,10,2020
7023,6423,YEM004,prefer not to say,50,FALSE,TRUE,employed,FALSE,32,2020
7024,6424,YEM004,female,50,FALSE,TRUE,unemployed,FALSE,35,2020
7025,6425,YEM004,female,38,TRUE,TRUE,employed,FALSE,40,2020
7026,6426,YEM004,female,62,FALSE,TRUE,employed,FALSE,33,2020
7027,6427,YEM004,male,37,FALSE,TRUE,unemployed,TRUE,9,2020
7028,6428,YEM004,male,60,FALSE,TRUE,unemployed,TRUE,13,2020
7029,6429,YEM004,male,75,FALSE,FALSE,employed,TRUE,11,2020
7030,6430,YEM004,male,55,TRUE,TRUE,employed,TRUE,11,2020
7031,6431,YEM004,female,44,TRUE,FALSE,employed,FALSE,40,2020
7032,6432,YEM004,male,34,TRUE,TRUE,unemployed,TRUE,11,2020
7033,6433,YEM004,female,38,FALSE,TRUE,unemployed,FALSE,32,2020
7034,6434,YEM004,male,43,TRUE,TRUE,employed,TRUE,10,2020
7035,6435,YEM004,male,29,FALSE,FALSE,employed,TRUE,11,2020
7036,6436,YEM004,female,20,FALSE,FALSE,employed,FALSE,31,2020
7037,6437,YEM004,female,16,FALSE,TRUE,below_minimum_legal_work_age,FALSE,35,2020
7038,6438,YEM004,female,58,FALSE,TRUE,unemployed,FALSE,36,2020
7039,6439,YEM004,female,29,FALSE,TRUE,employed,FALSE,40,2020
7040,6440,YEM004,female,21,TRUE,TRUE,employed,FALSE,35,2020
7041,6441,YEM004,female,63,FALSE,TRUE,unemployed,FALSE,38,2020
7042,6442,YEM004,male,72,TRUE,FALSE,employed,FALSE,10,2020
7043,6443,YEM004,female,41,FALSE,FALSE,employed,TRUE,31,2020
7044,6444,YEM004,prefer not to say,52,FALSE,TRUE,employed,FALSE,32,2020
7045,6445,YEM004,female,41,TRUE,TRUE,employed,TRUE,31,2020
7046,6446,YEM004,male,49,TRUE,TRUE,unemployed,FALSE,9,2020
7047,6447,YEM004,male,65,FALSE,TRUE,unemployed,FALSE,12,2020
7048,6448,YEM004,female,49,FALSE,TRUE,employed,TRUE,31,2020
