survey_id,personal_id,region_id,proficiency_in_literacy,proficiency_in_numeracy,employment_status,below_poverty_line,average_time_spent_on_unpaid_domestic_work,survey_year
6520,6520,YEM004,False,True,unemployed,False,8,2020
6521,6521,YEM004,False,True,employed,True,34,2020
6522,6522,YEM004,True,False,employed,False,8,2020
6523,6523,YEM004,False,False,employed,True,30,2020
6524,6524,YEM004,True,False,employed,False,12,2020
6525,6525,YEM004,True,False,employed,False,35,2020
6526,6526,YEM004,False,True,unemployed,False,12,2020
6527,6527,YEM004,False,True,employed,True,30,2020
6528,6528,YEM004,True,True,unemployed,False,10,2020
6529,6529,YEM004,True,True,unemployed,False,40,2020
6530,6530,YEM004,False,True,employed,True,33,2020
6531,6531,YEM004,True,True,employed,False,8,2020
6532,6532,YEM004,True,True,employed,False,10,2020
6533,6533,YEM004,False,False,unemployed,True,12,2020
6534,6534,YEM004,True,False,employed,False,9,2020
6535,6535,YEM004,True,False,employed,True,8,2020
6536,6536,YEM004,True,False,unemployed,False,35,2020
6537,6537,YEM004,True,False,unemployed,True,9,2020
6538,6538,YEM004,False,False,unemployed,True,9,2020
6539,6539,YEM004,False,True,employed,False,13,2020
6540,6540,YEM004,False,False,employed,False,38,2020
6541,6541,YEM004,True,True,below_minimum_legal_work_age,True,8,2020
6542,6542,YEM004,False,False,unemployed,True,11,2020
6543,6543,YEM004,True,True,unemployed,False,10,2020
6544,6544,YEM004,True,True,employed,False,12,2020
6545,6545,YEM004,True,True,employed,True,9,2020
6546,6546,YEM004,True,True,unemployed,True,37,2020
6547,6547,YEM004,False,False,employed,False,8,2020
6548,6548,YEM004,True,False,unemployed,True,39,2020
6549,6549,YEM004,True,True,employed,True,8,2020
6550,6550,YEM004,False,True,employed,False,34,2020
6551,6551,YEM004,True,False,employed,True,36,2020
6552,6552,YEM004,True,False,unemployed,False,13,2020
6553,6553,YEM004,True,False,employed,False,13,2020
6554,6554,YEM004,True,True,employed,False,8,2020
6555,6555,YEM004,False,False,unemployed,True,13,2020
6556,6556,YEM004,True,True,employed,True,10,2020
6557,6557,YEM004,True,True,employed,False,13,2020
6558,6558,YEM004,True,True,unemployed,False,11,2020
6559,6559,YEM004,True,True,employed,True,32,2020
6560,6560,YEM004,True,True,employed,False,38,2020
3042,3042,YEM004,False,False,employed,False,9,2020
3180,3180,YEM004,True,False,employed,True,9,2020
3015,3015,YEM004,False,True,employed,False,40,2020
3085,3085,YEM004,False,False,unemployed,False,11,2020
3024,3024,YEM004,False,True,employed,False,36,2020
3149,3149,YEM004,False,True,employed,True,33,2020
3071,3071,YEM004,True,True,employed,True,8,2020
3035,3035,YEM004,False,True,employed,False,9,2020
3105,3105,YEM004,True,True,unemployed,False,31,2020
3134,3134,YEM004,False,True,unemployed,False,8,2020
3197,3197,YEM004,True,False,employed,False,9,2020
3181,3181,YEM004,True,True,employed,True,37,2020
3118,3118,YEM004,False,True,unemployed,True,11,2020
3173,3173,YEM004,False,True,employed,False,39,2020
3147,3147,YEM004,False,True,employed,False,40,2020
3179,3179,YEM004,True,False,employed,True,10,2020
3072,3072,YEM004,True,False,employed,True,8,2020
3178,3178,YEM004,False,True,employed,False,8,2020
3025,3025,YEM004,False,False,employed,False,37,2020
3174,3174,YEM004,False,False,employed,False,37,2020
3038,3038,YEM004,False,True,employed,True,12,2020
3131,3131,YEM004,True,False,unemployed,False,34,2020
3027,3027,YEM004,False,True,unemployed,False,39,2020
3011,3011,YEM004,False,False,unemployed,True,12,2020
3083,3083,YEM004,True,False,employed,False,9,2020
3076,3076,YEM004,True,True,employed,True,13,2020
3064,3064,YEM004,False,False,employed,False,36,2020
3156,3156,YEM004,True,True,employed,True,13,2020
3053,3053,YEM004,False,True,unemployed,False,32,2020
3082,3082,YEM004,True,False,unemployed,False,10,2020
3170,3170,YEM004,True,True,unemployed,False,39,2020
3037,3037,YEM004,False,True,employed,True,8,2020
3001,3001,YEM004,False,True,employed,True,12,2020
3142,3142,YEM004,False,False,below_minimum_legal_work_age,True,30,2020
3066,3066,YEM004,False,True,employed,True,8,2020
3043,3043,YEM004,False,True,employed,False,30,2020
3045,3045,YEM004,True,True,employed,False,8,2020
3150,3150,YEM004,True,True,employed,False,32,2020
3186,3186,YEM004,True,False,employed,True,38,2020
3088,3088,YEM004,True,False,unemployed,True,32,2020
6561,6561,LEB001,False,True,below_minimum_legal_work_age,False,39,2020
6562,6562,LEB001,False,False,below_minimum_legal_work_age,False,35,2020
6563,6563,LEB001,True,False,employed,False,12,2020
6564,6564,LEB001,True,True,unemployed,True,39,2020
6565,6565,LEB001,True,False,unemployed,False,32,2020
6566,6566,LEB001,False,True,employed,True,9,2020
6567,6567,LEB001,True,False,employed,True,9,2020
6568,6568,LEB001,True,False,employed,False,39,2020
6569,6569,LEB001,False,False,employed,True,8,2020
6570,6570,LEB001,True,True,employed,True,8,2020
6571,6571,LEB001,True,True,unemployed,False,31,2020
6572,6572,LEB001,True,True,employed,True,9,2020
6573,6573,LEB001,False,True,employed,False,40,2020
6574,6574,LEB001,False,True,employed,True,39,2020
6575,6575,LEB001,True,True,employed,False,35,2020
6576,6576,LEB001,False,False,unemployed,False,32,2020
6577,6577,LEB001,False,False,unemployed,True,39,2020
6578,6578,LEB001,True,False,unemployed,True,36,2020
6579,6579,LEB001,True,False,unemployed,False,8,2020
6580,6580,LEB001,False,True,employed,True,39,2020
6581,6581,LEB001,True,True,employed,False,37,2020
6582,6582,LEB001,True,False,unemployed,False,31,2020
6583,6583,LEB001,False,True,unemployed,False,40,2020
6584,6584,LEB001,False,True,unemployed,False,8,2020
6585,6585,LEB001,True,False,unemployed,False,31,2020
6586,6586,LEB001,True,True,employed,False,11,2020
6587,6587,LEB001,False,False,employed,True,11,2020
6588,6588,LEB001,True,False,employed,False,38,2020
6589,6589,LEB001,True,False,employed,True,33,2020
6590,6590,LEB001,True,True,below_minimum_legal_work_age,True,31,2020
6591,6591,LEB001,True,False,employed,True,31,2020
6592,6592,LEB001,False,True,unemployed,False,13,2020
6593,6593,LEB001,True,True,employed,True,9,2020
6594,6594,LEB001,False,True,unemployed,True,11,2020
6595,6595,LEB001,True,False,employed,False,40,2020
6596,6596,LEB001,False,False,unemployed,False,33,2020
6597,6597,LEB001,True,False,employed,False,9,2020
6598,6598,LEB001,True,True,employed,False,9,2020
6599,6599,LEB001,True,True,employed,False,32,2020
6600,6600,LEB001,True,True,employed,False,33,2020
6601,6601,LEB001,True,False,employed,False,12,2020
6602,6602,LEB001,True,True,below_minimum_legal_work_age,True,35,2020
6603,6603,LEB001,True,True,employed,False,38,2020
6604,6604,LEB001,True,True,employed,False,12,2020
6605,6605,LEB001,True,False,employed,False,10,2020
6606,6606,LEB001,True,False,unemployed,False,9,2020
6607,6607,LEB001,False,False,employed,False,34,2020
6608,6608,LEB001,False,True,employed,True,31,2020
6609,6609,LEB001,True,False,unemployed,False,36,2020
6610,6610,LEB001,False,True,unemployed,False,13,2020
6611,6611,LEB001,False,True,employed,True,38,2020
6612,6612,LEB001,True,False,employed,False,11,2020
6613,6613,LEB001,False,True,unemployed,False,11,2020
6614,6614,LEB001,False,True,unemployed,False,12,2020
6615,6615,LEB001,False,True,employed,True,13,2020
6616,6616,LEB001,False,True,employed,True,12,2020
6617,6617,LEB001,True,False,unemployed,True,31,2020
6618,6618,LEB001,False,True,employed,False,12,2020
6619,6619,LEB001,True,True,employed,True,10,2020
6620,6620,LEB001,False,True,unemployed,False,10,2020
6621,6621,LEB001,True,True,below_minimum_legal_work_age,False,13,2020
6622,6622,LEB001,False,False,employed,False,30,2020
6623,6623,LEB001,True,True,employed,True,34,2020
6624,6624,LEB001,True,True,employed,True,33,2020
6625,6625,LEB001,True,False,employed,False,13,2020
6626,6626,LEB001,True,True,unemployed,False,33,2020
6627,6627,LEB001,False,True,unemployed,False,11,2020
6628,6628,LEB001,True,True,below_minimum_legal_work_age,False,9,2020
6629,6629,LEB001,True,True,employed,False,8,2020
6630,6630,LEB001,True,False,employed,False,8,2020
6631,6631,LEB001,False,True,employed,False,39,2020
6632,6632,LEB001,True,True,below_minimum_legal_work_age,False,36,2020
6633,6633,LEB001,False,True,employed,False,30,2020
6634,6634,LEB001,True,True,employed,False,37,2020
6635,6635,LEB001,False,True,unemployed,True,12,2020
6636,6636,LEB001,True,False,employed,True,10,2020
6637,6637,LEB001,False,True,employed,False,11,2020
6638,6638,LEB001,True,True,unemployed,True,9,2020
6639,6639,LEB001,True,True,unemployed,False,36,2020
6640,6640,LEB001,False,True,employed,False,34,2020
6641,6641,LEB001,False,False,unemployed,False,13,2020
6642,6642,LEB001,False,False,employed,False,38,2020
6643,6643,LEB001,False,True,employed,False,12,2020
6644,6644,LEB001,True,False,below_minimum_legal_work_age,False,32,2020
6645,6645,LEB001,True,True,employed,True,31,2020
6646,6646,LEB001,True,False,employed,False,12,2020
6647,6647,LEB001,False,True,unemployed,False,31,2020
6648,6648,LEB001,False,False,below_minimum_legal_work_age,True,12,2020
6649,6649,LEB001,True,True,employed,False,8,2020
6650,6650,LEB001,False,True,unemployed,False,33,2020
6651,6651,LEB001,False,True,unemployed,False,34,2020
6652,6652,LEB001,False,False,employed,False,32,2020
6653,6653,LEB001,True,True,employed,False,30,2020
6654,6654,LEB001,True,False,employed,False,13,2020
6655,6655,LEB001,False,True,below_minimum_legal_work_age,True,9,2020
6656,6656,LEB001,False,False,employed,False,32,2020
6657,6657,LEB001,True,False,employed,False,31,2020
6658,6658,LEB001,True,True,employed,False,38,2020
6659,6659,LEB001,True,True,employed,True,38,2020
6660,6660,LEB001,False,True,employed,True,32,2020
6661,6661,LEB001,False,True,employed,False,9,2020
6662,6662,LEB001,False,True,employed,False,30,2020
6663,6663,LEB001,True,False,employed,False,31,2020
6664,6664,LEB001,False,False,employed,False,36,2020
6665,6665,LEB001,True,True,employed,False,10,2020
6666,6666,LEB001,False,True,unemployed,False,40,2020
6667,6667,LEB001,True,False,unemployed,False,37,2020
6668,6668,LEB001,False,True,unemployed,True,9,2020
6669,6669,LEB001,True,True,unemployed,False,11,2020
6670,6670,LEB001,False,False,employed,True,30,2020
6671,6671,LEB001,False,True,employed,False,12,2020
6672,6672,LEB001,True,False,unemployed,False,37,2020
6673,6673,LEB001,True,False,unemployed,False,37,2020
6674,6674,LEB001,False,False,employed,False,8,2020
6675,6675,LEB001,True,False,employed,True,35,2020
6676,6676,LEB001,False,False,employed,True,13,2020
6677,6677,LEB001,False,True,unemployed,False,8,2020
6678,6678,LEB001,True,True,unemployed,False,13,2020
6679,6679,LEB001,True,True,employed,False,9,2020
6680,6680,LEB001,True,True,employed,True,39,2020
6681,6681,LEB001,True,True,unemployed,True,38,2020
6682,6682,LEB001,True,True,employed,False,33,2020
6683,6683,LEB001,True,False,unemployed,False,9,2020
6684,6684,LEB001,False,False,unemployed,False,33,2020
6685,6685,LEB001,False,True,unemployed,True,35,2020
6686,6686,LEB001,True,False,employed,True,9,2020
6687,6687,LEB001,True,False,employed,True,13,2020
6688,6688,LEB001,True,False,unemployed,True,37,2020
6689,6689,LEB001,False,True,employed,False,10,2020
6690,6690,LEB001,True,False,unemployed,True,11,2020
6691,6691,LEB001,True,False,employed,False,30,2020
6692,6692,LEB001,True,False,unemployed,True,39,2020
6693,6693,LEB001,True,True,employed,False,34,2020
6694,6694,LEB001,True,True,employed,False,30,2020
6695,6695,LEB001,False,True,unemployed,False,35,2020
6696,6696,LEB001,True,True,employed,False,10,2020
6697,6697,LEB001,False,False,employed,True,13,2020
6698,6698,LEB001,False,False,employed,False,35,2020
6699,6699,LEB001,False,True,employed,False,10,2020
6700,6700,LEB001,False,False,employed,True,37,2020
6701,6701,LEB001,False,True,unemployed,False,38,2020
6702,6702,LEB001,True,False,unemployed,True,36,2020
6703,6703,LEB001,True,True,employed,False,12,2020
6704,6704,LEB001,False,False,employed,True,12,2020
6705,6705,LEB001,True,False,employed,True,32,2020
6706,6706,LEB001,False,False,employed,True,31,2020
6707,6707,LEB001,True,True,below_minimum_legal_work_age,False,12,2020
6708,6708,LEB001,False,False,employed,True,9,2020
6709,6709,LEB001,True,True,employed,False,9,2020
6710,6710,LEB001,True,True,unemployed,False,9,2020
6711,6711,LEB001,False,False,employed,True,12,2020
6712,6712,LEB001,True,False,unemployed,False,39,2020
6713,6713,LEB001,True,True,unemployed,False,33,2020
6714,6714,LEB001,False,False,employed,False,8,2020
6715,6715,LEB001,True,False,employed,False,30,2020
6716,6716,LEB001,True,False,unemployed,False,33,2020
6717,6717,LEB001,False,False,unemployed,True,8,2020
6718,6718,LEB001,False,True,below_minimum_legal_work_age,False,10,2020
6719,6719,LEB001,False,True,employed,False,36,2020
6720,6720,LEB001,True,True,employed,True,13,2020
3381,3381,LEB001,True,True,employed,True,13,2020
3284,3284,LEB001,False,False,employed,False,10,2020
3347,3347,LEB001,False,False,unemployed,False,9,2020
3311,3311,LEB001,True,True,employed,True,39,2020
3275,3275,LEB001,False,False,employed,False,13,2020
3235,3235,LEB001,False,False,employed,False,35,2020
3337,3337,LEB001,True,True,employed,True,11,2020
3329,3329,LEB001,True,True,employed,False,34,2020
3400,3400,LEB001,False,True,employed,False,13,2020
3204,3204,LEB001,True,True,employed,True,8,2020
3332,3332,LEB001,True,False,employed,False,34,2020
3221,3221,LEB001,False,False,employed,False,12,2020
3396,3396,LEB001,False,True,employed,False,9,2020
3394,3394,LEB001,True,False,unemployed,False,12,2020
3298,3298,LEB001,True,True,unemployed,True,8,2020
3378,3378,LEB001,True,False,unemployed,False,35,2020
3319,3319,LEB001,True,True,unemployed,False,11,2020
3397,3397,LEB001,True,True,employed,True,32,2020
3228,3228,LEB001,True,False,employed,True,12,2020
3209,3209,LEB001,False,False,unemployed,False,31,2020
3312,3312,LEB001,True,False,employed,True,31,2020
3331,3331,LEB001,True,False,unemployed,True,32,2020
3286,3286,LEB001,True,True,employed,True,8,2020
3270,3270,LEB001,True,False,unemployed,False,11,2020
3325,3325,LEB001,True,False,unemployed,True,39,2020
3212,3212,LEB001,False,False,unemployed,True,31,2020
3358,3358,LEB001,True,True,employed,True,12,2020
3293,3293,LEB001,False,False,unemployed,False,34,2020
3349,3349,LEB001,True,True,employed,True,36,2020
3254,3254,LEB001,False,False,unemployed,False,33,2020
3392,3392,LEB001,False,True,employed,True,40,2020
3338,3338,LEB001,True,True,employed,True,9,2020
3269,3269,LEB001,False,True,employed,False,8,2020
3281,3281,LEB001,True,True,employed,False,38,2020
3390,3390,LEB001,True,True,employed,True,12,2020
3282,3282,LEB001,True,True,employed,False,10,2020
3208,3208,LEB001,False,False,employed,False,32,2020
3398,3398,LEB001,True,True,unemployed,False,10,2020
3313,3313,LEB001,False,False,employed,False,10,2020
3220,3220,LEB001,False,True,employed,False,8,2020
6721,6721,LEB002,False,True,employed,False,12,2020
6722,6722,LEB002,True,True,unemployed,True,33,2020
6723,6723,LEB002,True,True,employed,True,34,2020
6724,6724,LEB002,True,False,employed,False,38,2020
6725,6725,LEB002,False,False,employed,False,9,2020
6726,6726,LEB002,True,True,employed,False,12,2020
6727,6727,LEB002,True,True,unemployed,True,13,2020
6728,6728,LEB002,False,True,employed,False,11,2020
6729,6729,LEB002,False,True,employed,True,34,2020
6730,6730,LEB002,False,True,unemployed,False,36,2020
6731,6731,LEB002,True,True,employed,True,33,2020
6732,6732,LEB002,False,True,below_minimum_legal_work_age,True,9,2020
6733,6733,LEB002,False,True,employed,True,40,2020
6734,6734,LEB002,False,True,unemployed,False,36,2020
6735,6735,LEB002,True,False,employed,True,11,2020
6736,6736,LEB002,False,False,employed,True,10,2020
6737,6737,LEB002,True,False,employed,True,12,2020
6738,6738,LEB002,True,False,employed,True,8,2020
6739,6739,LEB002,False,True,unemployed,True,9,2020
6740,6740,LEB002,True,True,unemployed,True,38,2020
6741,6741,LEB002,True,False,employed,True,32,2020
6742,6742,LEB002,False,True,unemployed,False,11,2020
6743,6743,LEB002,True,True,employed,True,31,2020
6744,6744,LEB002,False,True,employed,True,8,2020
6745,6745,LEB002,True,True,unemployed,False,8,2020
6746,6746,LEB002,True,False,below_minimum_legal_work_age,True,13,2020
6747,6747,LEB002,False,False,employed,False,32,2020
6748,6748,LEB002,True,True,employed,True,10,2020
6749,6749,LEB002,True,True,unemployed,False,12,2020
6750,6750,LEB002,True,True,employed,False,9,2020
6751,6751,LEB002,False,False,unemployed,True,31,2020
6752,6752,LEB002,True,False,employed,False,36,2020
6753,6753,LEB002,False,True,unemployed,False,33,2020
6754,6754,LEB002,True,True,employed,False,8,2020
6755,6755,LEB002,False,True,employed,False,10,2020
6756,6756,LEB002,True,True,unemployed,True,32,2020
6757,6757,LEB002,False,False,employed,True,11,2020
6758,6758,LEB002,True,False,unemployed,True,39,2020
6759,6759,LEB002,True,False,below_minimum_legal_work_age,False,31,2020
6760,6760,LEB002,True,False,employed,False,34,2020
6761,6761,LEB002,True,False,employed,False,8,2020
6762,6762,LEB002,True,False,employed,True,13,2020
6763,6763,LEB002,True,False,unemployed,False,8,2020
6764,6764,LEB002,True,False,employed,True,32,2020
6765,6765,LEB002,False,False,below_minimum_legal_work_age,False,33,2020
6766,6766,LEB002,True,False,employed,False,39,2020
6767,6767,LEB002,True,True,unemployed,False,10,2020
6768,6768,LEB002,True,True,employed,True,36,2020
6769,6769,LEB002,True,True,employed,False,37,2020
6770,6770,LEB002,False,False,employed,True,11,2020
6771,6771,LEB002,True,False,employed,False,13,2020
6772,6772,LEB002,False,True,employed,False,35,2020
6773,6773,LEB002,True,True,employed,False,38,2020
6774,6774,LEB002,True,False,employed,True,13,2020
6775,6775,LEB002,True,False,employed,False,10,2020
6776,6776,LEB002,True,True,employed,True,37,2020
6777,6777,LEB002,True,True,unemployed,False,36,2020
6778,6778,LEB002,True,False,unemployed,True,36,2020
6779,6779,LEB002,True,False,employed,False,9,2020
6780,6780,LEB002,True,False,below_minimum_legal_work_age,False,8,2020
6781,6781,LEB002,True,True,below_minimum_legal_work_age,True,13,2020
6782,6782,LEB002,True,False,employed,False,33,2020
6783,6783,LEB002,False,False,employed,True,8,2020
6784,6784,LEB002,True,True,employed,True,37,2020
6785,6785,LEB002,True,False,employed,True,31,2020
6786,6786,LEB002,False,False,employed,False,13,2020
6787,6787,LEB002,True,False,employed,True,8,2020
6788,6788,LEB002,False,True,unemployed,False,39,2020
6789,6789,LEB002,True,True,employed,False,13,2020
6790,6790,LEB002,False,False,unemployed,True,8,2020
6791,6791,LEB002,True,False,employed,False,34,2020
6792,6792,LEB002,True,True,below_minimum_legal_work_age,False,8,2020
6793,6793,LEB002,True,False,unemployed,True,12,2020
6794,6794,LEB002,True,True,unemployed,False,11,2020
6795,6795,LEB002,True,False,employed,True,11,2020
6796,6796,LEB002,False,False,unemployed,False,8,2020
6797,6797,LEB002,True,False,unemployed,True,13,2020
6798,6798,LEB002,True,True,employed,True,13,2020
6799,6799,LEB002,False,True,unemployed,False,12,2020
6800,6800,LEB002,True,False,unemployed,False,40,2020
6801,6801,LEB002,False,False,unemployed,False,31,2020
6802,6802,LEB002,False,True,employed,True,9,2020
6803,6803,LEB002,True,False,employed,False,10,2020
6804,6804,LEB002,True,True,unemployed,False,37,2020
6805,6805,LEB002,True,False,unemployed,False,13,2020
6806,6806,LEB002,False,False,employed,True,11,2020
6807,6807,LEB002,True,False,employed,False,34,2020
6808,6808,LEB002,True,True,employed,True,12,2020
6809,6809,LEB002,True,False,employed,False,10,2020
6810,6810,LEB002,True,False,unemployed,True,8,2020
6811,6811,LEB002,False,False,unemployed,False,37,2020
6812,6812,LEB002,False,True,employed,False,35,2020
6813,6813,LEB002,False,False,employed,False,8,2020
6814,6814,LEB002,False,True,unemployed,False,9,2020
6815,6815,LEB002,False,False,unemployed,False,38,2020
6816,6816,LEB002,True,True,below_minimum_legal_work_age,False,36,2020
6817,6817,LEB002,True,True,employed,True,9,2020
6818,6818,LEB002,True,False,employed,False,8,2020
6819,6819,LEB002,False,True,employed,True,36,2020
6820,6820,LEB002,True,True,employed,True,30,2020
6821,6821,LEB002,True,False,employed,False,38,2020
6822,6822,LEB002,True,False,employed,True,8,2020
6823,6823,LEB002,True,True,employed,False,11,2020
6824,6824,LEB002,True,False,unemployed,False,37,2020
6825,6825,LEB002,False,True,below_minimum_legal_work_age,False,12,2020
6826,6826,LEB002,True,False,employed,True,36,2020
6827,6827,LEB002,True,True,employed,False,13,2020
6828,6828,LEB002,False,False,employed,False,30,2020
6829,6829,LEB002,False,True,employed,False,36,2020
6830,6830,LEB002,False,True,employed,False,36,2020
6831,6831,LEB002,False,True,unemployed,False,13,2020
6832,6832,LEB002,False,False,employed,False,31,2020
6833,6833,LEB002,True,True,employed,False,40,2020
6834,6834,LEB002,True,True,employed,False,10,2020
6835,6835,LEB002,True,False,unemployed,False,32,2020
6836,6836,LEB002,True,False,employed,True,34,2020
6837,6837,LEB002,False,True,unemployed,False,38,2020
6838,6838,LEB002,True,True,employed,False,34,2020
6839,6839,LEB002,True,True,unemployed,True,13,2020
6840,6840,LEB002,False,True,unemployed,True,38,2020
6841,6841,LEB002,False,True,employed,False,36,2020
6842,6842,LEB002,False,False,employed,True,9,2020
6843,6843,LEB002,True,False,employed,False,32,2020
6844,6844,LEB002,False,True,unemployed,True,34,2020
6845,6845,LEB002,True,True,employed,False,9,2020
6846,6846,LEB002,True,True,employed,True,13,2020
6847,6847,LEB002,True,True,employed,False,30,2020
6848,6848,LEB002,True,True,employed,False,36,2020
6849,6849,LEB002,False,True,unemployed,False,30,2020
6850,6850,LEB002,True,False,unemployed,False,11,2020
6851,6851,LEB002,True,False,unemployed,False,37,2020
6852,6852,LEB002,True,True,unemployed,True,31,2020
6853,6853,LEB002,True,True,unemployed,False,11,2020
6854,6854,LEB002,False,True,employed,True,32,2020
6855,6855,LEB002,False,False,unemployed,False,12,2020
6856,6856,LEB002,True,False,unemployed,True,35,2020
6857,6857,LEB002,True,False,below_minimum_legal_work_age,True,9,2020
6858,6858,LEB002,False,False,employed,False,37,2020
6859,6859,LEB002,True,False,employed,False,34,2020
6860,6860,LEB002,True,False,employed,False,40,2020
6861,6861,LEB002,True,False,employed,True,33,2020
6862,6862,LEB002,True,False,employed,True,9,2020
6863,6863,LEB002,True,True,employed,False,11,2020
6864,6864,LEB002,True,True,employed,True,35,2020
6865,6865,LEB002,True,False,employed,False,8,2020
6866,6866,LEB002,True,False,employed,False,36,2020
6867,6867,LEB002,False,True,employed,False,10,2020
6868,6868,LEB002,True,True,unemployed,False,8,2020
6869,6869,LEB002,True,True,unemployed,True,34,2020
6870,6870,LEB002,False,True,unemployed,False,12,2020
6871,6871,LEB002,False,True,unemployed,False,13,2020
6872,6872,LEB002,False,True,employed,True,11,2020
6873,6873,LEB002,True,False,employed,True,31,2020
6874,6874,LEB002,True,True,employed,False,30,2020
6875,6875,LEB002,False,False,employed,True,13,2020
6876,6876,LEB002,True,True,below_minimum_legal_work_age,False,33,2020
6877,6877,LEB002,False,True,unemployed,False,34,2020
6878,6878,LEB002,False,False,employed,False,8,2020
6879,6879,LEB002,True,False,employed,False,8,2020
6880,6880,LEB002,True,True,employed,False,13,2020
3426,3426,LEB002,True,False,employed,True,10,2020
3486,3486,LEB002,True,True,unemployed,True,34,2020
3434,3434,LEB002,True,True,employed,True,12,2020
3497,3497,LEB002,False,False,unemployed,False,38,2020
3402,3402,LEB002,True,True,unemployed,False,30,2020
3599,3599,LEB002,True,True,employed,True,11,2020
3549,3549,LEB002,True,False,unemployed,False,36,2020
3583,3583,LEB002,False,True,employed,True,36,2020
3505,3505,LEB002,False,True,employed,False,13,2020
3578,3578,LEB002,False,True,employed,False,13,2020
3479,3479,LEB002,False,True,employed,True,33,2020
3477,3477,LEB002,False,False,employed,True,10,2020
3574,3574,LEB002,True,False,employed,True,30,2020
3450,3450,LEB002,False,True,unemployed,True,13,2020
3560,3560,LEB002,True,True,employed,True,12,2020
3416,3416,LEB002,True,True,employed,True,8,2020
3445,3445,LEB002,True,True,employed,False,9,2020
3419,3419,LEB002,True,True,unemployed,False,8,2020
3563,3563,LEB002,True,True,unemployed,False,12,2020
3595,3595,LEB002,False,True,employed,False,40,2020
3590,3590,LEB002,True,False,unemployed,False,40,2020
3437,3437,LEB002,True,False,below_minimum_legal_work_age,True,38,2020
3572,3572,LEB002,False,False,employed,True,12,2020
3577,3577,LEB002,True,True,unemployed,True,34,2020
3516,3516,LEB002,True,False,employed,False,9,2020
3478,3478,LEB002,True,True,employed,False,31,2020
3540,3540,LEB002,True,True,unemployed,True,37,2020
3546,3546,LEB002,False,True,employed,False,13,2020
3428,3428,LEB002,True,True,unemployed,False,9,2020
3538,3538,LEB002,False,False,employed,False,32,2020
3537,3537,LEB002,True,False,employed,False,31,2020
3433,3433,LEB002,False,True,employed,False,30,2020
3417,3417,LEB002,True,False,employed,False,33,2020
3518,3518,LEB002,False,True,employed,False,13,2020
3455,3455,LEB002,False,False,employed,True,39,2020
3431,3431,LEB002,False,False,employed,True,40,2020
3469,3469,LEB002,True,True,employed,True,38,2020
3519,3519,LEB002,True,True,unemployed,False,8,2020
3503,3503,LEB002,True,False,employed,True,8,2020
3414,3414,LEB002,False,False,employed,False,34,2020
6881,6881,LEB003,False,True,unemployed,False,33,2020
6882,6882,LEB003,False,True,employed,False,11,2020
6883,6883,LEB003,True,False,employed,True,31,2020
6884,6884,LEB003,False,False,employed,True,30,2020
6885,6885,LEB003,False,True,unemployed,False,40,2020
6886,6886,LEB003,True,True,unemployed,False,34,2020
6887,6887,LEB003,False,True,unemployed,False,12,2020
6888,6888,LEB003,True,False,employed,True,39,2020
6889,6889,LEB003,False,True,employed,True,13,2020
6890,6890,LEB003,True,True,below_minimum_legal_work_age,False,11,2020
6891,6891,LEB003,True,True,employed,False,35,2020
6892,6892,LEB003,False,True,employed,True,13,2020
6893,6893,LEB003,False,False,employed,True,8,2020
6894,6894,LEB003,True,False,employed,False,8,2020
6895,6895,LEB003,True,True,employed,False,8,2020
6896,6896,LEB003,True,True,employed,True,35,2020
6897,6897,LEB003,True,True,unemployed,True,31,2020
6898,6898,LEB003,True,False,employed,False,30,2020
6899,6899,LEB003,True,False,employed,False,36,2020
6900,6900,LEB003,False,False,employed,False,12,2020
6901,6901,LEB003,True,False,unemployed,False,35,2020
6902,6902,LEB003,False,False,employed,False,13,2020
6903,6903,LEB003,False,True,employed,False,38,2020
6904,6904,LEB003,False,False,unemployed,True,34,2020
6905,6905,LEB003,True,True,employed,False,13,2020
6906,6906,LEB003,False,True,employed,True,13,2020
6907,6907,LEB003,True,False,employed,True,11,2020
6908,6908,LEB003,True,False,employed,False,35,2020
6909,6909,LEB003,True,True,employed,False,12,2020
6910,6910,LEB003,False,False,employed,False,13,2020
6911,6911,LEB003,True,True,unemployed,False,39,2020
6912,6912,LEB003,True,True,unemployed,False,12,2020
6913,6913,LEB003,False,True,employed,False,30,2020
6914,6914,LEB003,False,True,employed,True,9,2020
6915,6915,LEB003,True,True,employed,False,12,2020
6916,6916,LEB003,True,False,employed,False,32,2020
6917,6917,LEB003,False,False,employed,False,8,2020
6918,6918,LEB003,True,True,employed,False,34,2020
6919,6919,LEB003,True,True,employed,True,36,2020
6920,6920,LEB003,True,True,employed,False,13,2020
6921,6921,LEB003,True,False,employed,False,33,2020
6922,6922,LEB003,True,True,unemployed,True,34,2020
6923,6923,LEB003,True,False,unemployed,False,32,2020
6924,6924,LEB003,True,False,employed,False,34,2020
6925,6925,LEB003,False,True,unemployed,True,36,2020
6926,6926,LEB003,False,False,employed,False,31,2020
6927,6927,LEB003,False,True,employed,False,13,2020
6928,6928,LEB003,True,True,unemployed,False,40,2020
6929,6929,LEB003,True,False,unemployed,False,9,2020
6930,6930,LEB003,True,True,unemployed,True,9,2020
6931,6931,LEB003,True,True,employed,False,12,2020
